id,len,date,orig_file,lang,title
 ,1486,1997-12-18,../html/1997/1997_13462_DE.html,DE,Hohe Löschkosten für Waldbrände in Südbünden
 ,3305,1997-12-18,../html/1997/1997_13409_IT.html,IT,Il Governo emana la lista delle case di cura
 ,8196,1997-12-18,../html/1997/1997_13453_DE.html,DE,Regierung erlässt Pflegeheim-Liste
 ,1642,1997-12-18,../html/1997/1997_13418_IT.html,IT,Elevate spese di spegnimento per incendi di boschi nel Grigionitaliano
 ,3218,1997-12-18,../html/1997/1997_13379_RM.html,RM,Gronds custs per stizzar ils fieus en il Grischun meridiunal
 ,7533,1997-12-18,../html/1997/1997_13371_RM.html,RM,La regenza relascha ina glista da las chasas da tgira
 ,6594,1997-12-22,../html/1997/1997_13446_DE.html,DE,Abschluss der Hirschjagd 1997 im Kanton Graubünden
 ,10,1997-12-31,../html/1997/1997_13118_DE.html,DE,"Porträt über drei gestandene ""Wegmacher"" aus der Engiadina Bassa, dem Val Müstair und dem Samnaun"
 ,96,1997-12-31,../html/1997/1997_12974_DE.html,DE,"Die Regierung hat die vom Krankenversicherungs-Gesetz geforderte Pflegeheim-Liste verabschiedet. Heime, die auf dieser Liste figurieren, können ihre Pflegeleistungen den Krankenkassen in Rechnung stellen."
 ,115,1997-12-31,../html/1997/1997_13079_DE.html,DE,Regierung des Kantons Jura besucht Graubünden
 ,121,1997-12-31,../html/1997/1997_13010_DE.html,DE,Erweiterung Kantonsspital: Regierung genehmigt überarbeitetes Projekt
 ,429,1997-12-31,../html/1997/1997_13099_DE.html,DE,Haltung der Gebirgskantone zur Strommarktöffnung in der Schweiz: Weitgehende Öffnung mit Leitplanken
 ,446,1997-12-31,../html/1997/1997_13055_DE.html,DE,Preise für Bündner Kulturschaffende
 ,454,1997-12-31,../html/1997/1997_12998_DE.html,DE,Deutsche Generalkonsulin zu Besuch in Graubünden
 ,634,1997-12-31,../html/1997/1997_13001_DE.html,DE,Traktanden-Übersicht Arge-Alp-Regierungschef-Konferenz Salzburg
 ,638,1997-12-31,../html/1997/1997_13061_DE.html,DE,"""Ausgabe der Jagdpatente für die Jagdsaison 1997"""
 ,639,1997-12-31,../html/1997/1997_13105_DE.html,DE,ARGE ALP-Tagung: - 1997
 ,687,1997-12-31,../html/1997/1997_13104_DE.html,DE,Ungarischer Botschafter zu Besuch in Graubünden
 ,723,1997-12-31,../html/1997/1997_13056_DE.html,DE,Aus den Gemeinden - 1997
 ,763,1997-12-31,../html/1997/1997_13081_DE.html,DE,KVA in Domat/Ems rückt näher
 ,810,1997-12-31,../html/1997/1997_13052_DE.html,DE,Bündner Musiker Urs Leonhardt Steiner zu Gast im Weissen Haus
 ,834,1997-12-31,../html/1997/1997_13083_DE.html,DE,"Wer jetzt bei Frau W. in die Wohnung tritt, verspürt nichts mehr von der Krisenstimmung, die vor wenigen Monaten noch herrschte. Aber ohne Hilfe des Sozialberaters hätte Frau W. den Bettel am liebsten hingeschmissen."
 ,838,1997-12-31,../html/1997/1997_13096_DE.html,DE,Erfreuliches Ergebnis der Bündner Staatsrechnung 1996
 ,897,1997-12-31,../html/1997/1997_13037_DE.html,DE,Graubünden will Sanitätsnotruf 144 einführen
 ,899,1997-12-31,../html/1997/1997_13106_DE.html,DE,Aberkennung und Anerkennung von Verbindungsstrassen
 ,945,1997-12-31,../html/1997/1997_12944_RM.html,RM,Gronds custs per stizzar ils fieus en il Grischun meridiunal
 ,952,1997-12-31,../html/1997/1997_13049_RM.html,RM,Contribuziuns umanitaras
 ,953,1997-12-31,../html/1997/1997_13110_DE.html,DE,Volksabstimmung vom 28. September 1997
 ,1024,1997-12-31,../html/1997/1997_12960_DE.html,DE,"""Ausgabe der Fischereibewilligungen für die Fischereisaison 1997"""
 ,1049,1997-12-31,../html/1997/1997_12958_DE.html,DE,Medienmitteilung zur Sitzung der Vorberatungskommission über die Revision der Verordnung über die Finanzkontrolle des Kantons Graubünden
 ,1049,1997-12-31,../html/1997/1997_13095_DE.html,DE,Erfreuliches Ergebnis der Bündner Staatsrechnung 1996
 ,1069,1997-12-31,../html/1997/1997_13029_DE.html,DE,Alpentransit-Abgabe differenziert ausgestalten
 ,1128,1997-12-31,../html/1997/1997_13089_DE.html,DE,Kontaktperson: - 1997
 ,1129,1997-12-31,../html/1997/1997_12939_IT.html,IT,Consulenza per le persone della Bosnia-Erzegovina che
 ,1132,1997-12-31,../html/1997/1997_12973_DE.html,DE,Regierung lehnt Landschaftskonzept Schweiz vehement ab
 ,1147,1997-12-31,../html/1997/1997_13071_IT.html,IT,Una delelgazione del Parlamento tirolese in visita nei Grigioni
 ,1152,1997-12-31,../html/1997/1997_13082_DE.html,DE,"Die diesjährige Jagd auf Hirschwild ging am Mittwoch, den 17. Dezember zu Ende. Erlegt wurden insgesamt 3'997 Hirsche, was 99.9% des Abschussplanes entspricht. Sowohl das Ergebnis, als auch der Verlauf der Jagd, können als gut bezeichnet werden."
 ,1155,1997-12-31,../html/1997/1997_12966_DE.html,DE,Bundesgesetz über den Schutz der Gewässer gegen
 ,1167,1997-12-31,../html/1997/1997_13013_RM.html,RM,Ina lescha per promover la cultura adattada als basegns.
 ,1191,1997-12-31,../html/1997/1997_13019_DE.html,DE,Ja zur Totalrevision der Kantonsverfassung
 ,1201,1997-12-31,../html/1997/1997_13124_DE.html,DE,Medieninformation zur Totalrevision des kantonalen
 ,1222,1997-12-31,../html/1997/1997_12962_DE.html,DE,Veranstaltungen im Rahmen des Arge-Alp-Jubiläums
 ,1228,1997-12-31,../html/1997/1997_13047_DE.html,DE,Vernehmlassungen an den Bund
 ,1250,1997-12-31,../html/1997/1997_12967_DE.html,DE,Neue Besoldung für Lehrpersonen ab Schuljahr 1997/98
 ,1260,1997-12-31,../html/1997/1997_12937_RM.html,RM,Nagina gulivaziun da chareschia
 ,1333,1997-12-31,../html/1997/1997_13094_DE.html,DE,Kundenkontakte als Auslöser für Verbesserungen
 ,1374,1997-12-31,../html/1997/1997_12926_DE.html,DE,Kanton will auch personelles Engagement bei der Bündner Kraftwerke AG verstärken
 ,1395,1997-12-31,../html/1997/1997_13069_DE.html,DE,Bündner Finanzausgleich auf dem Prüfstand
 ,1395,1997-12-31,../html/1997/1997_12959_DE.html,DE,Änderung der Ausgabe der Fischereibewilligungen in den
 ,1398,1997-12-31,../html/1997/1997_13009_DE.html,DE,136 Mio. Franken für Tunnelbau
 ,1422,1997-12-31,../html/1997/1997_12999_DE.html,DE,Praktika für rumänische Jungbauern in Graubünden
 ,1440,1997-12-31,../html/1997/1997_12945_DE.html,DE,"355'000 Franken aus der ""Schnaps-Steuer"" gehen ans Bündner Sozialwesen"
 ,1456,1997-12-31,../html/1997/1997_13121_DE.html,DE,Grundlagen zu Konservierung und Pflege
 ,1500,1997-12-31,../html/1997/1997_13051_DE.html,DE,Programm 1998 zur Förderung und Erhaltung der rätoromanischen und italienischen Sprache und Kultur
 ,1516,1997-12-31,../html/1997/1997_13087_DE.html,DE,Was trägt die Standeskanzlei zu einer kundenfreundlichen
 ,1522,1997-12-31,../html/1997/1997_12938_DE.html,DE,Rückkehr-Beratung für Menschen aus Bosnien-Herzegowina
 ,1531,1997-12-31,../html/1997/1997_13072_IT.html,IT,La regenza è per ina interrupziun a termin restrenschida da la gravidanza
 ,1548,1997-12-31,../html/1997/1997_12989_DE.html,DE,Kultur-Beiträge - 1997
 ,1572,1997-12-31,../html/1997/1997_12940_RM.html,RM,Cussegliaziun per persunas da la Bosnia-Herzegovina che
 ,1578,1997-12-31,../html/1997/1997_13060_DE.html,DE,"Am kommenden Freitag, 31. Oktober 1997, weilt der in Bern residierende Botschafter von Italien in Graubünden."
 ,1607,1997-12-31,../html/1997/1997_13021_DE.html,DE,Welche Betriebe bieten in Graubünden Lehrstellen an?
 ,1637,1997-12-31,../html/1997/1997_12955_DE.html,DE,Praktika für jugendliche Arbeitslose bewähren sich
 ,1641,1997-12-31,../html/1997/1997_13007_DE.html,DE,Auskunftsperson: - 1997
 ,1696,1997-12-31,../html/1997/1997_12942_DE.html,DE,"A13a, Eröffnung Anschluss Chur Nord"
 ,1715,1997-12-31,../html/1997/1997_13066_DE.html,DE,Arbeitsgemeinschaft Alpenländer - Ein Forum der Öffnung für Graubünden
 ,1718,1997-12-31,../html/1997/1997_13103_DE.html,DE,Umfahrung Tiefencastel rückt näher
 ,1742,1997-12-31,../html/1997/1997_12992_DE.html,DE,Kanton will Interkantonaler Universitätsvereinbarung beitreten
 ,1743,1997-12-31,../html/1997/1997_12947_RM.html,RM,"355'000 francs da la ""taglia sin ils vinars” van als fatgs socials dal Grischun"
 ,1813,1997-12-31,../html/1997/1997_13102_DE.html,DE,3. Jahrestagung Schizophrenie in Chur
 ,1814,1997-12-31,../html/1997/1997_13080_DE.html,DE,Budget 1998: Verbindliche Vorgaben für Spitäler und Pflegeheime
 ,1858,1997-12-31,../html/1997/1997_13011_DE.html,DE,Ein massgeschneidertes Kulturförderungsgesetz
 ,1883,1997-12-31,../html/1997/1997_13034_DE.html,DE,"Porträt über Alfred Merkli, Mittelschullehrer für Französisch und Italienisch und Vorsteher des Obergymnasiums an der Bündner Kantonsschule"
 ,1907,1997-12-31,../html/1997/1997_12977_DE.html,DE,Erste Ergebnisse der Hochjagd 1997
 ,1917,1997-12-31,../html/1997/1997_12969_IT.html,IT,Sconto del 10 per cento sui premi dell'assicurazione fabbricati
 ,2088,1997-12-31,../html/1997/1997_13062_DE.html,DE,"Porträt über Peider Ratti, Jagd- und Fischereiinspektor des Kantons Graubünden"
 ,2098,1997-12-31,../html/1997/1997_12948_DE.html,DE,Fachhochschulplanung macht Fortschritte
 ,2124,1997-12-31,../html/1997/1997_13020_DE.html,DE,75 Jahre Verein Schweizerischer Archivarinnen und Archivare
 ,2167,1997-12-31,../html/1997/1997_12987_DE.html,DE,Regierung erlässt Bestimmungen über die Kindergarten-Aufsicht
 ,2173,1997-12-31,../html/1997/1997_13028_DE.html,DE,Kulturbeiträge - 1997
 ,2182,1997-12-31,../html/1997/1997_13125_DE.html,DE,"Porträt über Marco Belleri, Obmann der kant. Schätzungskommission 7, Thusis"
 ,2201,1997-12-31,../html/1997/1997_12924_DE.html,DE,25 Jahre Arge Alp: Graubünden feiert tüchtig mit
 ,2230,1997-12-31,../html/1997/1997_13041_DE.html,DE,Staatskalender erscheint wieder jährlich
 ,2230,1997-12-31,../html/1997/1997_12943_IT.html,IT,Elevate spese di spegnimento per incendi di boschi nel Grigionitaliano
 ,2242,1997-12-31,../html/1997/1997_12956_DE.html,DE,Regierung fordert griffigeres Integrationskonzept des Bundes
 ,2249,1997-12-31,../html/1997/1997_12982_DE.html,DE,Kulturbeiträge - 1997
 ,2263,1997-12-31,../html/1997/1997_12985_DE.html,DE,Zur Eröffnung der Jagd 1997
 ,2288,1997-12-31,../html/1997/1997_12951_DE.html,DE,Schulbesuch in Domat/Ems
 ,2302,1997-12-31,../html/1997/1997_12990_DE.html,DE,Jagdbetriebsvorschriften 1997: Änderungen bei der Rehjagd
 ,2334,1997-12-31,../html/1997/1997_13040_DE.html,DE,Begleit- und Impulskommission für Gleichstellungs-Fragen gewählt
 ,2343,1997-12-31,../html/1997/1997_13097_DE.html,DE,Medien-Mitteilung - 1997
 ,2420,1997-12-31,../html/1997/1997_12984_DE.html,DE,Veränderungen in der IV-Stelle des Kantons Graubünden
 ,2449,1997-12-31,../html/1997/1997_12957_DE.html,DE,Neuer Anlauf für eine Reform der Bündner Gerichtsorganisation
 ,2505,1997-12-31,../html/1997/1997_12927_DE.html,DE,Graubünden trifft präventive Massnahmen zur Bekämpfung der illegalen Einwanderung
 ,2613,1997-12-31,../html/1997/1997_13032_DE.html,DE,An wen geht heuer die Bettags-Kollekte?
 ,2647,1997-12-31,../html/1997/1997_13027_DE.html,DE,Vereinalinie: Kommunikationskonzept für optimale Markteinführung
 ,2647,1997-12-31,../html/1997/1997_13091_DE.html,DE,horizontale - 1997 - Medienmitteilungen Standeskanzlei
 ,2665,1997-12-31,../html/1997/1997_12976_RM.html,RM,La regenza relascha ina glista da las chasas da tgira
 ,2773,1997-12-31,../html/1997/1997_13043_DE.html,DE,Graubünden soll eine moderne Rettungsorganisation erhalten
 ,2791,1997-12-31,../html/1997/1997_13053_DE.html,DE,Genfer Staatsrat besucht Graubünden
 ,2795,1997-12-31,../html/1997/1997_12986_DE.html,DE,Personelles - 1997 - Medienmitteilungen Standeskanzlei
 ,2819,1997-12-31,../html/1997/1997_13068_DE.html,DE,Bündner Regierung ist für eine eingeschränkte Fristenlösung beim Schwangerschaftsabbruch
 ,2821,1997-12-31,../html/1997/1997_13107_DE.html,DE,Inhaltsverzeichnis der Informationsmappe
 ,2840,1997-12-31,../html/1997/1997_13046_IT.html,IT,Riserve nei confronti della nuova ordinanza federale sulla
 ,2864,1997-12-31,../html/1997/1997_13003_DE.html,DE,"Regierung nimmt Stellung zur Petition ""Sofortige Umfahrung Saas"""
 ,2868,1997-12-31,../html/1997/1997_12991_DE.html,DE,Regierung befürwortet Konzept für die Erweiterung des Schweizerischen Nationalparks
 ,2872,1997-12-31,../html/1997/1997_13017_RM.html,RM,Cun anim en il futur - Gea a la revisiun totala da la
 ,2892,1997-12-31,../html/1997/1997_12997_DE.html,DE,Jeder vierte Bündner Bauernhof ist ein Bio-Betrieb
