id,len,date,orig_file,lang,title
 ,4694,2001-01-04,../html/2001/2001_14815_IT.html,IT,Il contenuto di piombo della carne della selvaggina grigione non desta preoccupazioni
 ,4971,2001-01-04,../html/2001/2001_14607_DE.html,DE,Abschluss der Herbstjagd 2000
 ,5185,2001-01-04,../html/2001/2001_14655_DE.html,DE,Bleigehalt im Bündner Wildfleisch grundsätzlich unproblematisch
 ,3528,2001-01-04,../html/2001/2001_15056_RM.html,RM,Fin da la chatscha d'atun 2000
 ,4542,2001-01-04,../html/2001/2001_14895_RM.html,RM,Il cuntegn da plum en la charn-selvaschina grischuna n'è da princip betg problematic
 ,6701,2001-01-04,../html/2001/2001_14961_IT.html,IT,Conclusione della caccia autunnale 2000
 ,2044,2001-01-10,../html/2001/2001_15063_IT.html,IT,"""Noi, il Popolo del Cantone dei Grigioni ..."""
 ,1218,2001-01-11,../html/2001/2001_15050_DE.html,DE,"""Wir, das Volk des Kantons Graubünden ..."""
 ,1343,2001-01-11,../html/2001/2001_14972_DE.html,DE,Schwarzarbeit wirksamer bekämpfen
 ,1957,2001-01-11,../html/2001/2001_14963_RM.html,RM,DFM goes online - 2001
 ,3032,2001-01-11,../html/2001/2001_15003_DE.html,DE,Bundesrat verlangt neue Spitalliste des Kantons Graubünden
 ,3173,2001-01-11,../html/2001/2001_14957_IT.html,IT,Il DFM online - 2001
 ,3366,2001-01-11,../html/2001/2001_15030_RM.html,RM,Il cussegl federal pretenda ina nova glista d'ospitals dal chantun Grischun
 ,3597,2001-01-11,../html/2001/2001_14949_DE.html,DE,FMD goes online - 2001
 ,4480,2001-01-11,../html/2001/2001_15010_IT.html,IT,Il Consiglio federale pretende dal Cantone dei Grigioni un nuovo elenco degli ospedali
 ,5577,2001-01-11,../html/2001/2001_14979_IT.html,IT,Maggiore efficacia nella lotta al lavoro nero
 ,6022,2001-01-11,../html/2001/2001_15074_RM.html,RM,"""Nus, il pievel dal chantun Grischun ..."""
 ,7019,2001-01-11,../html/2001/2001_14992_RM.html,RM,Cumbatter a moda pli efficazia la lavur clandestina
 ,2887,2001-01-15,../html/2001/2001_15086_DE.html,DE,Olympiakandidatur 2010 Zürich/Graubünden wird überarbeitet
