id,len,date,orig_file,lang,title
 ,722,2002-01-03,../html/2002/2002_15172_DE.html,DE,Absolutes Feuerverbot
 ,2976,2002-01-03,../html/2002/2002_15529_IT.html,IT,Divieto assoluto di accendere fuochi all'aperto
 ,736,2002-01-10,../html/2002/2002_15423_DE.html,DE,Kantonale Internet-Plattform www.gr.ch präsentiert sich in neuem Kleid
 ,1163,2002-01-10,../html/2002/2002_15532_DE.html,DE,Abschluss der Herbstjagd 2001
 ,3001,2002-01-10,../html/2002/2002_15254_DE.html,DE,"Neuer Name: Das ""Inspektorat"" wird zum Amt für Jagd und Fischerei"
 ,829,2002-01-10,../html/2002/2002_15580_DE.html,DE,Grossrätliche Vorberatungskommission befürwortet Totalrevision der Vollziehungsverordnung über das Zivilstandswesen
 ,2431,2002-01-10,../html/2002/2002_15479_IT.html,IT,La piattaforma cantonale internet www.gr.ch si presenta con un nuovo look
 ,8378,2002-01-10,../html/2002/2002_15331_IT.html,IT,"Nuova denominazione: da ""Ispettorato"" a Ufficio per la caccia e la pesca"
 ,619,2002-01-10,../html/2002/2002_15601_IT.html,IT,La Commissione preparatoria del Gran Consiglio sostiene la revisione totale dell'ordinanza d'esecuzione sullo stato civile
 ,2105,2002-01-10,../html/2002/2002_15542_IT.html,IT,Chiusura della caccia autunnale 2001
 ,4819,2002-01-10,../html/2002/2002_15371_RM.html,RM,"Il num: ""L'inspecturat"" vegn midà en uffizi da chatscha e pestga"
 ,1029,2002-01-10,../html/2002/2002_15609_RM.html,RM,La cumissiun predeliberanta dal cussegl grond beneventa la revisiun totala da l'ordinaziun executiva davart ils fatgs da stadi civil
 ,2255,2002-01-10,../html/2002/2002_15520_RM.html,RM,La plattafurma chantunala d'internet www.gr.ch en ina nova furma
 ,3489,2002-01-10,../html/2002/2002_15559_RM.html,RM,Conclusiun da la chatscha d'atun 2001
 ,687,2002-01-17,../html/2002/2002_15681_IT.html,IT,Il Cantone sostiene il campo internazionale per la gioventù in occasione dei CM di sci del 2003
 ,3342,2002-01-17,../html/2002/2002_15693_DE.html,DE,Neue Kantonsverfassung: Konsensfähiger Entwurf der Regierung
 ,6148,2002-01-17,../html/2002/2002_15671_DE.html,DE,Kanton unterstützt internationales Jugendcamp anlässlich der Ski WM 2003
 ,808,2002-01-17,../html/2002/2002_15704_IT.html,IT,La nuova Costituzione cantonale: il progetto del Governo capace di polarizzare consensi
 ,897,2002-01-17,../html/2002/2002_15721_RM.html,RM,Nova constituziun chantunala: Sboz da la regenza abel per in consens
 ,6007,2002-01-17,../html/2002/2002_15689_RM.html,RM,Il chantun sustegna il camp da giuvenils a chaschun dals campiunadis mundials da skis 2003
 ,2498,2002-01-18,../html/2002/2002_15196_DE.html,DE,WEF 2003 - 2002 - Medienmitteilungen Standeskanzlei
 ,1428,2002-01-22,../html/2002/2002_15228_DE.html,DE,Sind unsere Wasser-Kraftwerke finanziell gefährdet?
 ,1479,2002-01-22,../html/2002/2002_15231_IT.html,IT,Le nostre centrali idroelettriche navigano in cattive acque?
 ,2955,2002-01-22,../html/2002/2002_15215_DE.html,DE,Modularer Aufbau des Studiums an der PFH
 ,3914,2002-01-22,../html/2002/2002_15218_IT.html,IT,Concezione modulare dello studio alla SUP
 ,9853,2002-01-22,../html/2002/2002_15240_RM.html,RM,Èn periclitadas finanzialmain nossas ovras idraulicas?
 ,5817,2002-01-23,../html/2002/2002_15252_DE.html,DE,Graubünden erfreut über Rückkehr des WEF 2003 nach Davos
 ,806,2002-01-24,../html/2002/2002_15334_DE.html,DE,Büro des Tessiner Grossen Rats besucht das Bündner Parlament
 ,3193,2002-01-24,../html/2002/2002_15265_DE.html,DE,Graubünden unterstützt das Sprachengesetz
 ,3542,2002-01-24,../html/2002/2002_15302_DE.html,DE,Rekord-Produktion der Bündner Wasser-Kraftwerke im Jahr 2001
 ,641,2002-01-24,../html/2002/2002_15315_IT.html,IT,Produzione record delle centrali idroelettriche grigioni nel 2001
 ,5302,2002-01-24,../html/2002/2002_15274_IT.html,IT,I Grigioni appoggiano la legge sulle lingue
 ,8690,2002-01-24,../html/2002/2002_15340_IT.html,IT,L'Ufficio presidenziale del Gran Consiglio ticinese visita il Parlamento grigione
 ,2881,2002-01-24,../html/2002/2002_15323_RM.html,RM,Producziun da record da las ovras idraulicas dal Grischun durant l'onn 2001
 ,5390,2002-01-24,../html/2002/2002_15288_RM.html,RM,Il Grischun sustegna la lescha da linguas
 ,9234,2002-01-24,../html/2002/2002_15344_RM.html,RM,Il biro dal cussegl grond dal Tessin visita il parlament grischun
 ,1536,2002-01-30,../html/2002/2002_15392_RM.html,RM,La segunda ediziun davart la gasetta da la constituziun arriva quests dis en tuts tegnairchasa
 ,2302,2002-01-30,../html/2002/2002_15401_DE.html,DE,Neue parlamentarische Vorstösse im Internet
 ,2419,2002-01-30,../html/2002/2002_15374_DE.html,DE,Zweite Ausgabe der Verfassungszeitung dieser Tage in allen Haushaltungen
 ,4461,2002-01-30,../html/2002/2002_15383_IT.html,IT,Nei prossimi giorni arriverà in tutte le case il secondo numero del giornale sulla Costituzione
 ,2032,2002-01-31,../html/2002/2002_15467_DE.html,DE,Weniger Strom verbraucht
 ,5949,2002-01-31,../html/2002/2002_15422_DE.html,DE,Familienergänzende Kinderbetreuung geht in die Vernehmlassung
 ,8364,2002-01-31,../html/2002/2002_15404_DE.html,DE,In Graubünden ist die Bevölkerung überdurchschnittlich gewachsen
 ,749,2002-01-31,../html/2002/2002_15439_IT.html,IT,L'assistenza all'infanzia complementare alla famiglia va in consultazione
 ,1053,2002-01-31,../html/2002/2002_15476_IT.html,IT,Consumata meno energia elettrica
 ,1443,2002-01-31,../html/2002/2002_15406_IT.html,IT,Nei Grigioni la popolazione registra una crescita superiore alla media
